ENSAPET00000000592.1 ENSAPEG00000000464.1
ENSAPET00000000459.1 ENSAPEG00000000332.1
ENSAPET00000000450.1 ENSAPEG00000000333.1
ENSAPET00000000466.1 ENSAPEG00000000334.1
ENSAPET00000000488.1 ENSAPEG00000000334.1
ENSAPET00000000568.1 ENSAPEG00000000335.1
ENSAPET00000000576.1 ENSAPEG00000000335.1
ENSAPET00000000455.1 ENSAPEG00000000336.1
ENSAPET00000000447.1 ENSAPEG00000000337.1
ENSAPET00000000422.1 ENSAPEG00000000338.1
ENSAPET00000000509.1 ENSAPEG00000000339.1
ENSAPET00000000517.1 ENSAPEG00000000339.1
ENSAPET00000000525.1 ENSAPEG00000000339.1
ENSAPET00000000917.1 ENSAPEG00000000340.1
ENSAPET00000001618.1 ENSAPEG00000000340.1
ENSAPET00000001826.1 ENSAPEG00000000340.1
ENSAPET00000001874.1 ENSAPEG00000000340.1
ENSAPET00000001885.1 ENSAPEG00000000340.1
ENSAPET00000002085.1 ENSAPEG00000000340.1
ENSAPET00000002157.1 ENSAPEG00000000340.1
ENSAPET00000002266.1 ENSAPEG00000000340.1
ENSAPET00000002285.1 ENSAPEG00000000340.1
ENSAPET00000002317.1 ENSAPEG00000000340.1
ENSAPET00000000424.1 ENSAPEG00000000341.1
ENSAPET00000000464.1 ENSAPEG00000000342.1
ENSAPET00000000473.1 ENSAPEG00000000342.1
ENSAPET00000000471.1 ENSAPEG00000000343.1
ENSAPET00000000429.1 ENSAPEG00000000344.1
ENSAPET00000000467.1 ENSAPEG00000000345.1
ENSAPET00000000567.1 ENSAPEG00000000346.1
ENSAPET00000000430.1 ENSAPEG00000000347.1
ENSAPET00000000490.1 ENSAPEG00000000348.1
ENSAPET00000000485.1 ENSAPEG00000000349.1
ENSAPET00000000628.1 ENSAPEG00000000350.1
ENSAPET00000000431.1 ENSAPEG00000000351.1
ENSAPET00000000438.1 ENSAPEG00000000351.1
ENSAPET00000000435.1 ENSAPEG00000000352.1
ENSAPET00000000439.1 ENSAPEG00000000352.1
ENSAPET00000000463.1 ENSAPEG00000000353.1
ENSAPET00000000436.1 ENSAPEG00000000354.1
ENSAPET00000000515.1 ENSAPEG00000000355.1
ENSAPET00000000500.1 ENSAPEG00000000356.1
ENSAPET00000000533.1 ENSAPEG00000000356.1
ENSAPET00000000470.1 ENSAPEG00000000357.1
ENSAPET00000000494.1 ENSAPEG00000000358.1
ENSAPET00000000511.1 ENSAPEG00000000358.1
ENSAPET00000000670.1 ENSAPEG00000000359.1
ENSAPET00000000440.1 ENSAPEG00000000361.1
ENSAPET00000000456.1 ENSAPEG00000000362.1
ENSAPET00000000442.1 ENSAPEG00000000363.1
ENSAPET00000000712.1 ENSAPEG00000000364.1
ENSAPET00000000730.1 ENSAPEG00000000364.1
ENSAPET00000000757.1 ENSAPEG00000000364.1
ENSAPET00000000800.1 ENSAPEG00000000364.1
ENSAPET00000000444.1 ENSAPEG00000000365.1
ENSAPET00000000472.1 ENSAPEG00000000367.1
ENSAPET00000000478.1 ENSAPEG00000000368.1
ENSAPET00000000487.1 ENSAPEG00000000368.1
ENSAPET00000000510.1 ENSAPEG00000000368.1
ENSAPET00000000491.1 ENSAPEG00000000369.1
ENSAPET00000000486.1 ENSAPEG00000000370.1
ENSAPET00000000496.1 ENSAPEG00000000370.1
ENSAPET00000000461.1 ENSAPEG00000000371.1
ENSAPET00000000462.1 ENSAPEG00000000372.1
ENSAPET00000000492.1 ENSAPEG00000000373.1
ENSAPET00000000476.1 ENSAPEG00000000374.1
ENSAPET00000000468.1 ENSAPEG00000000375.1
ENSAPET00000000502.1 ENSAPEG00000000376.1
ENSAPET00000000523.1 ENSAPEG00000000376.1
ENSAPET00000000516.1 ENSAPEG00000000377.1
ENSAPET00000000514.1 ENSAPEG00000000378.1
ENSAPET00000000503.1 ENSAPEG00000000379.1
ENSAPET00000000678.1 ENSAPEG00000000380.1
ENSAPET00000000695.1 ENSAPEG00000000380.1
ENSAPET00000000810.1 ENSAPEG00000000380.1
ENSAPET00000000825.1 ENSAPEG00000000380.1
ENSAPET00000000860.1 ENSAPEG00000000380.1
ENSAPET00000000867.1 ENSAPEG00000000380.1
ENSAPET00000000881.1 ENSAPEG00000000380.1
ENSAPET00000000608.1 ENSAPEG00000000381.1
ENSAPET00000000622.1 ENSAPEG00000000381.1
ENSAPET00000000475.1 ENSAPEG00000000382.1
ENSAPET00000000505.1 ENSAPEG00000000383.1
ENSAPET00000000501.1 ENSAPEG00000000384.1
ENSAPET00000000477.1 ENSAPEG00000000385.1
ENSAPET00000000479.1 ENSAPEG00000000386.1
ENSAPET00000000480.1 ENSAPEG00000000387.1
ENSAPET00000000498.1 ENSAPEG00000000387.1
ENSAPET00000000669.1 ENSAPEG00000000388.1
ENSAPET00000000683.1 ENSAPEG00000000388.1
ENSAPET00000000702.1 ENSAPEG00000000388.1
ENSAPET00000000513.1 ENSAPEG00000000389.1
ENSAPET00000000529.1 ENSAPEG00000000389.1
ENSAPET00000000605.1 ENSAPEG00000000390.1
ENSAPET00000000668.1 ENSAPEG00000000390.1
ENSAPET00000000483.1 ENSAPEG00000000391.1
ENSAPET00000000504.1 ENSAPEG00000000392.1
ENSAPET00000000684.1 ENSAPEG00000000393.1
ENSAPET00000000489.1 ENSAPEG00000000394.1
ENSAPET00000000484.1 ENSAPEG00000000395.1
ENSAPET00000000497.1 ENSAPEG00000000395.1
ENSAPET00000000534.1 ENSAPEG00000000396.1
ENSAPET00000000556.1 ENSAPEG00000000396.1
ENSAPET00000000522.1 ENSAPEG00000000397.1
ENSAPET00000000507.1 ENSAPEG00000000398.1
ENSAPET00000000544.1 ENSAPEG00000000399.1
ENSAPET00000000550.1 ENSAPEG00000000399.1
ENSAPET00000000580.1 ENSAPEG00000000400.1
ENSAPET00000000672.1 ENSAPEG00000000402.1
ENSAPET00000000554.1 ENSAPEG00000000403.1
ENSAPET00000000569.1 ENSAPEG00000000404.1
ENSAPET00000000582.1 ENSAPEG00000000404.1
ENSAPET00000000593.1 ENSAPEG00000000404.1
ENSAPET00000000518.1 ENSAPEG00000000405.1
ENSAPET00000000641.1 ENSAPEG00000000406.1
ENSAPET00000000708.1 ENSAPEG00000000406.1
ENSAPET00000000520.1 ENSAPEG00000000407.1
ENSAPET00000000524.1 ENSAPEG00000000408.1
ENSAPET00000000587.1 ENSAPEG00000000409.1
ENSAPET00000000616.1 ENSAPEG00000000409.1
ENSAPET00000000551.1 ENSAPEG00000000410.1
ENSAPET00000000562.1 ENSAPEG00000000410.1
ENSAPET00000000540.1 ENSAPEG00000000411.1
ENSAPET00000000547.1 ENSAPEG00000000412.1
ENSAPET00000000528.1 ENSAPEG00000000413.1
ENSAPET00000000553.1 ENSAPEG00000000414.1
ENSAPET00000000559.1 ENSAPEG00000000414.1
ENSAPET00000000599.1 ENSAPEG00000000415.1
ENSAPET00000000530.1 ENSAPEG00000000416.1
ENSAPET00000000531.1 ENSAPEG00000000417.1
ENSAPET00000000639.1 ENSAPEG00000000418.1
ENSAPET00000000653.1 ENSAPEG00000000418.1
ENSAPET00000000546.1 ENSAPEG00000000419.1
ENSAPET00000000642.1 ENSAPEG00000000420.1
ENSAPET00000000594.1 ENSAPEG00000000422.1
ENSAPET00000000558.1 ENSAPEG00000000423.1
ENSAPET00000000566.1 ENSAPEG00000000423.1
ENSAPET00000000570.1 ENSAPEG00000000423.1
ENSAPET00000000637.1 ENSAPEG00000000424.1
ENSAPET00000000657.1 ENSAPEG00000000424.1
ENSAPET00000000536.1 ENSAPEG00000000425.1
ENSAPET00000000646.1 ENSAPEG00000000426.1
ENSAPET00000000578.1 ENSAPEG00000000427.1
ENSAPET00000000598.1 ENSAPEG00000000428.1
ENSAPET00000000537.1 ENSAPEG00000000429.1
ENSAPET00000000552.1 ENSAPEG00000000429.1
ENSAPET00000000731.1 ENSAPEG00000000430.1
ENSAPET00000000549.1 ENSAPEG00000000431.1
ENSAPET00000000538.1 ENSAPEG00000000432.1
ENSAPET00000000601.1 ENSAPEG00000000433.1
ENSAPET00000000541.1 ENSAPEG00000000434.1
ENSAPET00000000624.1 ENSAPEG00000000435.1
ENSAPET00000000573.1 ENSAPEG00000000436.1
ENSAPET00000000602.1 ENSAPEG00000000437.1
ENSAPET00000000565.1 ENSAPEG00000000438.1
ENSAPET00000000548.1 ENSAPEG00000000439.1
ENSAPET00000000638.1 ENSAPEG00000000440.1
ENSAPET00000000645.1 ENSAPEG00000000440.1
ENSAPET00000000563.1 ENSAPEG00000000441.1
ENSAPET00000000564.1 ENSAPEG00000000442.1
ENSAPET00000000579.1 ENSAPEG00000000443.1
ENSAPET00000000600.1 ENSAPEG00000000444.1
ENSAPET00000000555.1 ENSAPEG00000000445.1
ENSAPET00000000561.1 ENSAPEG00000000445.1
ENSAPET00000000610.1 ENSAPEG00000000446.1
ENSAPET00000000595.1 ENSAPEG00000000447.1
ENSAPET00000000606.1 ENSAPEG00000000447.1
ENSAPET00000000560.1 ENSAPEG00000000448.1
ENSAPET00000000609.1 ENSAPEG00000000449.1
ENSAPET00000000572.1 ENSAPEG00000000450.1
ENSAPET00000000581.1 ENSAPEG00000000451.1
ENSAPET00000000590.1 ENSAPEG00000000452.1
ENSAPET00000000571.1 ENSAPEG00000000453.1
ENSAPET00000000636.1 ENSAPEG00000000454.1
ENSAPET00000000651.1 ENSAPEG00000000454.1
ENSAPET00000000574.1 ENSAPEG00000000455.1
ENSAPET00000000586.1 ENSAPEG00000000455.1
ENSAPET00000000817.1 ENSAPEG00000000456.1
ENSAPET00000000829.1 ENSAPEG00000000456.1
ENSAPET00000000844.1 ENSAPEG00000000456.1
ENSAPET00000000575.1 ENSAPEG00000000457.1
ENSAPET00000000577.1 ENSAPEG00000000458.1
ENSAPET00000000676.1 ENSAPEG00000000459.1
ENSAPET00000000686.1 ENSAPEG00000000459.1
ENSAPET00000000584.1 ENSAPEG00000000460.1
ENSAPET00000000585.1 ENSAPEG00000000461.1
ENSAPET00000000666.1 ENSAPEG00000000462.1
ENSAPET00000000693.1 ENSAPEG00000000462.1
ENSAPET00000000617.1 ENSAPEG00000000463.1
ENSAPET00000000635.1 ENSAPEG00000000463.1
ENSAPET00000000640.1 ENSAPEG00000000465.1
ENSAPET00000000588.1 ENSAPEG00000000466.1
ENSAPET00000000613.1 ENSAPEG00000000467.1
ENSAPET00000000589.1 ENSAPEG00000000468.1
ENSAPET00000000597.1 ENSAPEG00000000469.1
ENSAPET00000000625.1 ENSAPEG00000000470.1
ENSAPET00000000591.1 ENSAPEG00000000471.1
ENSAPET00000000604.1 ENSAPEG00000000471.1
ENSAPET00000000620.1 ENSAPEG00000000471.1
ENSAPET00000000710.1 ENSAPEG00000000472.1
ENSAPET00000000737.1 ENSAPEG00000000472.1
ENSAPET00000000627.1 ENSAPEG00000000474.1
ENSAPET00000000647.1 ENSAPEG00000000474.1
ENSAPET00000000682.1 ENSAPEG00000000475.1
ENSAPET00000000659.1 ENSAPEG00000000476.1
ENSAPET00000000626.1 ENSAPEG00000000477.1
ENSAPET00000000607.1 ENSAPEG00000000478.1
ENSAPET00000000619.1 ENSAPEG00000000478.1
ENSAPET00000000618.1 ENSAPEG00000000479.1
ENSAPET00000000615.1 ENSAPEG00000000480.1
ENSAPET00000000634.1 ENSAPEG00000000480.1
ENSAPET00000000611.1 ENSAPEG00000000481.1
ENSAPET00000000629.1 ENSAPEG00000000481.1
ENSAPET00000000612.1 ENSAPEG00000000482.1
ENSAPET00000000648.1 ENSAPEG00000000483.1
ENSAPET00000000655.1 ENSAPEG00000000483.1
ENSAPET00000000631.1 ENSAPEG00000000484.1
ENSAPET00000000621.1 ENSAPEG00000000485.1
ENSAPET00000000644.1 ENSAPEG00000000486.1
ENSAPET00000000623.1 ENSAPEG00000000487.1
ENSAPET00000000652.1 ENSAPEG00000000488.1
ENSAPET00000000688.1 ENSAPEG00000000489.1
ENSAPET00000000674.1 ENSAPEG00000000490.1
ENSAPET00000000630.1 ENSAPEG00000000491.1
ENSAPET00000000643.1 ENSAPEG00000000491.1
ENSAPET00000000632.1 ENSAPEG00000000493.1
ENSAPET00000000667.1 ENSAPEG00000000494.1
ENSAPET00000000633.1 ENSAPEG00000000495.1
ENSAPET00000000692.1 ENSAPEG00000000496.1
ENSAPET00000000656.1 ENSAPEG00000000497.1
ENSAPET00000000771.1 ENSAPEG00000000498.1
ENSAPET00000000685.1 ENSAPEG00000000499.1
ENSAPET00000000689.1 ENSAPEG00000000500.1
ENSAPET00000000698.1 ENSAPEG00000000500.1
ENSAPET00000000650.1 ENSAPEG00000000502.1
ENSAPET00000000658.1 ENSAPEG00000000502.1
ENSAPET00000000649.1 ENSAPEG00000000503.1
ENSAPET00000000654.1 ENSAPEG00000000503.1
ENSAPET00000000767.1 ENSAPEG00000000504.1
ENSAPET00000000786.1 ENSAPEG00000000504.1
ENSAPET00000000742.1 ENSAPEG00000000505.1
ENSAPET00000000794.1 ENSAPEG00000000506.1
ENSAPET00000000725.1 ENSAPEG00000000507.1
ENSAPET00000000733.1 ENSAPEG00000000507.1
ENSAPET00000000744.1 ENSAPEG00000000507.1
ENSAPET00000000759.1 ENSAPEG00000000507.1
ENSAPET00000000811.1 ENSAPEG00000000508.1
ENSAPET00000000822.1 ENSAPEG00000000508.1
ENSAPET00000000835.1 ENSAPEG00000000508.1
ENSAPET00000000842.1 ENSAPEG00000000508.1
ENSAPET00000000846.1 ENSAPEG00000000508.1
ENSAPET00000000855.1 ENSAPEG00000000508.1
ENSAPET00000000884.1 ENSAPEG00000000508.1
ENSAPET00000000732.1 ENSAPEG00000000509.1
ENSAPET00000000745.1 ENSAPEG00000000509.1
ENSAPET00000000662.1 ENSAPEG00000000510.1
ENSAPET00000000675.1 ENSAPEG00000000510.1
ENSAPET00000000677.1 ENSAPEG00000000511.1
ENSAPET00000000696.1 ENSAPEG00000000511.1
ENSAPET00000000663.1 ENSAPEG00000000513.1
ENSAPET00000000718.1 ENSAPEG00000000514.1
ENSAPET00000000671.1 ENSAPEG00000000515.1
ENSAPET00000000739.1 ENSAPEG00000000516.1
ENSAPET00000000760.1 ENSAPEG00000000516.1
ENSAPET00000000901.1 ENSAPEG00000000517.1
ENSAPET00000000913.1 ENSAPEG00000000517.1
ENSAPET00000000921.1 ENSAPEG00000000517.1
ENSAPET00000000697.1 ENSAPEG00000000518.1
ENSAPET00000000665.1 ENSAPEG00000000519.1
ENSAPET00000000673.1 ENSAPEG00000000519.1
ENSAPET00000000736.1 ENSAPEG00000000520.1
ENSAPET00000000755.1 ENSAPEG00000000520.1
ENSAPET00000000774.1 ENSAPEG00000000520.1
ENSAPET00000000721.1 ENSAPEG00000000521.1
ENSAPET00000000816.1 ENSAPEG00000000522.1
ENSAPET00000000827.1 ENSAPEG00000000522.1
ENSAPET00000000706.1 ENSAPEG00000000523.1
ENSAPET00000000722.1 ENSAPEG00000000523.1
ENSAPET00000000747.1 ENSAPEG00000000524.1
ENSAPET00000000781.1 ENSAPEG00000000524.1
ENSAPET00000000748.1 ENSAPEG00000000525.1
ENSAPET00000000679.1 ENSAPEG00000000526.1
ENSAPET00000000680.1 ENSAPEG00000000527.1
ENSAPET00000000699.1 ENSAPEG00000000527.1
ENSAPET00000000735.1 ENSAPEG00000000527.1
ENSAPET00000000778.1 ENSAPEG00000000528.1
ENSAPET00000000754.1 ENSAPEG00000000529.1
ENSAPET00000000681.1 ENSAPEG00000000530.1
ENSAPET00000000690.1 ENSAPEG00000000531.1
ENSAPET00000000687.1 ENSAPEG00000000532.1
ENSAPET00000000694.1 ENSAPEG00000000532.1
ENSAPET00000000717.1 ENSAPEG00000000533.1
ENSAPET00000000707.1 ENSAPEG00000000534.1
ENSAPET00000000806.1 ENSAPEG00000000535.1
ENSAPET00000000720.1 ENSAPEG00000000536.1
ENSAPET00000000711.1 ENSAPEG00000000537.1
ENSAPET00000000700.1 ENSAPEG00000000538.1
ENSAPET00000000741.1 ENSAPEG00000000539.1
ENSAPET00000000743.1 ENSAPEG00000000540.1
ENSAPET00000000726.1 ENSAPEG00000000541.1
ENSAPET00000000746.1 ENSAPEG00000000541.1
ENSAPET00000000701.1 ENSAPEG00000000542.1
ENSAPET00000000785.1 ENSAPEG00000000543.1
ENSAPET00000000703.1 ENSAPEG00000000544.1
ENSAPET00000000709.1 ENSAPEG00000000544.1
ENSAPET00000000783.1 ENSAPEG00000000545.1
ENSAPET00000000804.1 ENSAPEG00000000545.1
ENSAPET00000000782.1 ENSAPEG00000000546.1
ENSAPET00000000801.1 ENSAPEG00000000546.1
ENSAPET00000000723.1 ENSAPEG00000000547.1
ENSAPET00000000704.1 ENSAPEG00000000548.1
ENSAPET00000000705.1 ENSAPEG00000000549.1
ENSAPET00000000740.1 ENSAPEG00000000550.1
ENSAPET00000000713.1 ENSAPEG00000000551.1
ENSAPET00000000715.1 ENSAPEG00000000552.1
ENSAPET00000000714.1 ENSAPEG00000000553.1
ENSAPET00000000716.1 ENSAPEG00000000554.1
ENSAPET00000000758.1 ENSAPEG00000000555.1
ENSAPET00000000772.1 ENSAPEG00000000556.1
ENSAPET00000000788.1 ENSAPEG00000000556.1
ENSAPET00000000719.1 ENSAPEG00000000557.1
ENSAPET00000000793.1 ENSAPEG00000000558.1
ENSAPET00000000763.1 ENSAPEG00000000559.1
ENSAPET00000000724.1 ENSAPEG00000000560.1
ENSAPET00000000729.1 ENSAPEG00000000561.1
ENSAPET00000000738.1 ENSAPEG00000000561.1
ENSAPET00000000727.1 ENSAPEG00000000562.1
ENSAPET00000000728.1 ENSAPEG00000000563.1
ENSAPET00000000887.1 ENSAPEG00000000564.1
ENSAPET00000000734.1 ENSAPEG00000000565.1
ENSAPET00000000776.1 ENSAPEG00000000566.1
ENSAPET00000000753.1 ENSAPEG00000000567.1
ENSAPET00000000807.1 ENSAPEG00000000568.1
ENSAPET00000000749.1 ENSAPEG00000000570.1
ENSAPET00000000766.1 ENSAPEG00000000571.1
ENSAPET00000000773.1 ENSAPEG00000000572.1
ENSAPET00000000764.1 ENSAPEG00000000573.1
ENSAPET00000000779.1 ENSAPEG00000000574.1
ENSAPET00000000815.1 ENSAPEG00000000575.1
ENSAPET00000000751.1 ENSAPEG00000000576.1
ENSAPET00000000765.1 ENSAPEG00000000576.1
ENSAPET00000000870.1 ENSAPEG00000000578.1
ENSAPET00000000907.1 ENSAPEG00000000578.1
ENSAPET00000000756.1 ENSAPEG00000000579.1
ENSAPET00000000789.1 ENSAPEG00000000580.1
ENSAPET00000000799.1 ENSAPEG00000000580.1
ENSAPET00000000812.1 ENSAPEG00000000580.1
ENSAPET00000000876.1 ENSAPEG00000000581.1
ENSAPET00000000891.1 ENSAPEG00000000581.1
ENSAPET00000000865.1 ENSAPEG00000000582.1
ENSAPET00000000761.1 ENSAPEG00000000583.1
ENSAPET00000000797.1 ENSAPEG00000000584.1
ENSAPET00000000762.1 ENSAPEG00000000585.1
ENSAPET00000000768.1 ENSAPEG00000000585.1
ENSAPET00000000936.1 ENSAPEG00000000586.1
ENSAPET00000000948.1 ENSAPEG00000000586.1
ENSAPET00000000777.1 ENSAPEG00000000587.1
ENSAPET00000001120.1 ENSAPEG00000000588.1
ENSAPET00000000784.1 ENSAPEG00000000589.1
ENSAPET00000000790.1 ENSAPEG00000000590.1
ENSAPET00000000769.1 ENSAPEG00000000591.1
ENSAPET00000000808.1 ENSAPEG00000000592.1
ENSAPET00000000780.1 ENSAPEG00000000593.1
ENSAPET00000000798.1 ENSAPEG00000000593.1
ENSAPET00000000770.1 ENSAPEG00000000594.1
ENSAPET00000000775.1 ENSAPEG00000000595.1
ENSAPET00000000792.1 ENSAPEG00000000596.1
ENSAPET00000000814.1 ENSAPEG00000000597.1
ENSAPET00000000795.1 ENSAPEG00000000598.1
ENSAPET00000000791.1 ENSAPEG00000000599.1
ENSAPET00000000833.1 ENSAPEG00000000600.1
ENSAPET00000000787.1 ENSAPEG00000000601.1
ENSAPET00000000840.1 ENSAPEG00000000602.1
ENSAPET00000000796.1 ENSAPEG00000000603.1
ENSAPET00000000819.1 ENSAPEG00000000604.1
ENSAPET00000000838.1 ENSAPEG00000000605.1
ENSAPET00000000937.1 ENSAPEG00000000606.1
ENSAPET00000000967.1 ENSAPEG00000000606.1
ENSAPET00000000802.1 ENSAPEG00000000607.1
ENSAPET00000000803.1 ENSAPEG00000000608.1
ENSAPET00000000805.1 ENSAPEG00000000609.1
ENSAPET00000000809.1 ENSAPEG00000000609.1
ENSAPET00000000839.1 ENSAPEG00000000610.1
ENSAPET00000000828.1 ENSAPEG00000000611.1
ENSAPET00000000813.1 ENSAPEG00000000612.1
ENSAPET00000000830.1 ENSAPEG00000000613.1
ENSAPET00000000826.1 ENSAPEG00000000614.1
ENSAPET00000000942.1 ENSAPEG00000000615.1
ENSAPET00000000949.1 ENSAPEG00000000615.1
ENSAPET00000000903.1 ENSAPEG00000000616.1
ENSAPET00000000824.1 ENSAPEG00000000617.1
ENSAPET00000000821.1 ENSAPEG00000000618.1
ENSAPET00000000831.1 ENSAPEG00000000619.1
ENSAPET00000000885.1 ENSAPEG00000000620.1
ENSAPET00000000899.1 ENSAPEG00000000620.1
ENSAPET00000000866.1 ENSAPEG00000000621.1
ENSAPET00000000832.1 ENSAPEG00000000622.1
ENSAPET00000000961.1 ENSAPEG00000000624.1
ENSAPET00000000841.1 ENSAPEG00000000625.1
ENSAPET00000001026.1 ENSAPEG00000000627.1
ENSAPET00000001048.1 ENSAPEG00000000628.1
ENSAPET00000001066.1 ENSAPEG00000000628.1
ENSAPET00000001084.1 ENSAPEG00000000628.1
ENSAPET00000000869.1 ENSAPEG00000000629.1
ENSAPET00000001152.1 ENSAPEG00000000630.1
ENSAPET00000000863.1 ENSAPEG00000000631.1
ENSAPET00000000872.1 ENSAPEG00000000631.1
ENSAPET00000000883.1 ENSAPEG00000000632.1
ENSAPET00000000889.1 ENSAPEG00000000633.1
ENSAPET00000000893.1 ENSAPEG00000000634.1
ENSAPET00000000845.1 ENSAPEG00000000635.1
ENSAPET00000000847.1 ENSAPEG00000000635.1
ENSAPET00000000902.1 ENSAPEG00000000636.1
ENSAPET00000000905.1 ENSAPEG00000000637.1
ENSAPET00000000957.1 ENSAPEG00000000637.1
ENSAPET00000000877.1 ENSAPEG00000000638.1
ENSAPET00000000848.1 ENSAPEG00000000639.1
ENSAPET00000000850.1 ENSAPEG00000000640.1
ENSAPET00000000849.1 ENSAPEG00000000641.1
ENSAPET00000000852.1 ENSAPEG00000000642.1
ENSAPET00000000851.1 ENSAPEG00000000643.1
ENSAPET00000000926.1 ENSAPEG00000000644.1
ENSAPET00000000931.1 ENSAPEG00000000644.1
ENSAPET00000000920.1 ENSAPEG00000000645.1
ENSAPET00000001073.1 ENSAPEG00000000646.1
ENSAPET00000001143.1 ENSAPEG00000000646.1
ENSAPET00000001217.1 ENSAPEG00000000646.1
ENSAPET00000000882.1 ENSAPEG00000000647.1
ENSAPET00000000890.1 ENSAPEG00000000647.1
ENSAPET00000000871.1 ENSAPEG00000000648.1
ENSAPET00000000875.1 ENSAPEG00000000649.1
ENSAPET00000000854.1 ENSAPEG00000000650.1
ENSAPET00000000858.1 ENSAPEG00000000651.1
ENSAPET00000000864.1 ENSAPEG00000000651.1
ENSAPET00000000962.1 ENSAPEG00000000652.1
ENSAPET00000000888.1 ENSAPEG00000000653.1
ENSAPET00000000857.1 ENSAPEG00000000654.1
ENSAPET00000000861.1 ENSAPEG00000000654.1
ENSAPET00000000856.1 ENSAPEG00000000655.1
ENSAPET00000000868.1 ENSAPEG00000000655.1
ENSAPET00000000874.1 ENSAPEG00000000655.1
ENSAPET00000000892.1 ENSAPEG00000000655.1
ENSAPET00000000859.1 ENSAPEG00000000656.1
ENSAPET00000000878.1 ENSAPEG00000000657.1
ENSAPET00000000862.1 ENSAPEG00000000658.1
ENSAPET00000000929.1 ENSAPEG00000000659.1
ENSAPET00000000908.1 ENSAPEG00000000660.1
ENSAPET00000000873.1 ENSAPEG00000000661.1
ENSAPET00000000880.1 ENSAPEG00000000662.1
ENSAPET00000000909.1 ENSAPEG00000000663.1
ENSAPET00000000898.1 ENSAPEG00000000664.1
ENSAPET00000000906.1 ENSAPEG00000000666.1
ENSAPET00000000912.1 ENSAPEG00000000667.1
ENSAPET00000000928.1 ENSAPEG00000000668.1
ENSAPET00000000947.1 ENSAPEG00000000668.1
ENSAPET00000000914.1 ENSAPEG00000000669.1
ENSAPET00000000886.1 ENSAPEG00000000670.1
ENSAPET00000000895.1 ENSAPEG00000000670.1
ENSAPET00000000896.1 ENSAPEG00000000671.1
ENSAPET00000000974.1 ENSAPEG00000000672.1
ENSAPET00000000918.1 ENSAPEG00000000673.1
ENSAPET00000000922.1 ENSAPEG00000000673.1
ENSAPET00000000910.1 ENSAPEG00000000674.1
ENSAPET00000000934.1 ENSAPEG00000000674.1
ENSAPET00000000911.1 ENSAPEG00000000675.1
ENSAPET00000000933.1 ENSAPEG00000000676.1
ENSAPET00000000954.1 ENSAPEG00000000677.1
ENSAPET00000000998.1 ENSAPEG00000000678.1
ENSAPET00000000900.1 ENSAPEG00000000679.1
ENSAPET00000000971.1 ENSAPEG00000000680.1
ENSAPET00000000999.1 ENSAPEG00000000680.1
ENSAPET00000001028.1 ENSAPEG00000000680.1
ENSAPET00000001071.1 ENSAPEG00000000680.1
ENSAPET00000001142.1 ENSAPEG00000000681.1
ENSAPET00000001187.1 ENSAPEG00000000681.1
ENSAPET00000000904.1 ENSAPEG00000000682.1
ENSAPET00000000915.1 ENSAPEG00000000682.1
ENSAPET00000000923.1 ENSAPEG00000000684.1
ENSAPET00000000919.1 ENSAPEG00000000685.1
ENSAPET00000000925.1 ENSAPEG00000000685.1
ENSAPET00000000940.1 ENSAPEG00000000685.1
ENSAPET00000000963.1 ENSAPEG00000000686.1
ENSAPET00000000946.1 ENSAPEG00000000687.1
ENSAPET00000000935.1 ENSAPEG00000000688.1
ENSAPET00000000943.1 ENSAPEG00000000689.1
ENSAPET00000000927.1 ENSAPEG00000000691.1
ENSAPET00000000930.1 ENSAPEG00000000691.1
ENSAPET00000000975.1 ENSAPEG00000000692.1
ENSAPET00000001009.1 ENSAPEG00000000693.1
ENSAPET00000001036.1 ENSAPEG00000000693.1
ENSAPET00000000945.1 ENSAPEG00000000694.1
ENSAPET00000000965.1 ENSAPEG00000000694.1
ENSAPET00000000932.1 ENSAPEG00000000695.1
ENSAPET00000001017.1 ENSAPEG00000000698.1
ENSAPET00000001033.1 ENSAPEG00000000698.1
ENSAPET00000000959.1 ENSAPEG00000000699.1
ENSAPET00000000968.1 ENSAPEG00000000699.1
ENSAPET00000000938.1 ENSAPEG00000000700.1
ENSAPET00000000966.1 ENSAPEG00000000701.1
ENSAPET00000000972.1 ENSAPEG00000000701.1
ENSAPET00000000981.1 ENSAPEG00000000701.1
ENSAPET00000000993.1 ENSAPEG00000000702.1
ENSAPET00000000939.1 ENSAPEG00000000703.1
ENSAPET00000000941.1 ENSAPEG00000000704.1
ENSAPET00000001019.1 ENSAPEG00000000705.1
ENSAPET00000000976.1 ENSAPEG00000000706.1
ENSAPET00000000953.1 ENSAPEG00000000707.1
ENSAPET00000000973.1 ENSAPEG00000000708.1
ENSAPET00000000992.1 ENSAPEG00000000709.1
ENSAPET00000001011.1 ENSAPEG00000000709.1
ENSAPET00000000997.1 ENSAPEG00000000710.1
ENSAPET00000001002.1 ENSAPEG00000000710.1
ENSAPET00000001016.1 ENSAPEG00000000710.1
ENSAPET00000000964.1 ENSAPEG00000000711.1
ENSAPET00000000969.1 ENSAPEG00000000712.1
ENSAPET00000001067.1 ENSAPEG00000000713.1
ENSAPET00000001080.1 ENSAPEG00000000713.1
ENSAPET00000001115.1 ENSAPEG00000000713.1
